instance_name,knapsack_size,bias,capweight,threshold_cost,termination_cost_constant,termination_cost_exponent,approximation_ratio_greedy,greedy_is_optimal,global_cost,optimal_global_iterations_classically,global_statistics,approximation_ratio_global,better_than_greedy_global,to_optimality_global,global_stepwise_cost,nested_cost,optimal_inner_iterations_classically,optimal_outer_iterations_classically,optimal_inner_iterations,inner_statistics,outer_statistics,smart_global_statistics,approximation_ratio_nested,better_than_greedy_nested,to_optimality_nested,nested_stepwise_cost,cut_cost,cut_inner_iterations,cut_inner_statistics,cut_outer_statistics,cut_optimal_inner_classically,cut_optimal_outer_classically,approximation_ratio_cut,better_than_greedy_cut,to_optimality_cut,cut_stepwise_cost
n14_r400_S55_i42_uncorrelated,14,0,0.7497403946002077,1344560000,2500,5.0,0.9906124273580689,False,1126249723,[25],"[[0, 0, 0, 1, 1, 1, 0, 0, 3, 2, 0, 7, 8, 8], [0, 0, 0, 0, 2, 2, 1, 3, 1, 1, 6, 3, 2, 0, 7, 0, 3, 6, 5, 24, 25, 0, 55, 51, 69, 26, 61, 20, 124, 197, 76, 83, 240, 368, 246, 372, 511, 532, 62, 1043, 281, 1028, 1274, 1333, 770, 557, 4021, 1476, 6238, 7422, 7718, 2836, 6055, 15299, 7301, 12827, 4978, 755, 8680, 39183, 14288, 38718]]",1.0,True,True,"[228465, 1126021258]",1010383910,"[3, 3]","[6, 0]","[8, 3]","[[0, 0, 1, 1, 1, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 6, 6, 4, 4, 4, 3, 3, 3, 3, 3, 12, 12, 8, 8, 8, 8, 8], [0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1, 2, 3, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 2, 1, 5, 3, 2, 1, 5, 11, 14, 9, 4, 11, 27, 10, 39, 56, 67, 80, 60, 65, 4, 15, 209, 216, 291, 2, 238, 24, 394, 668, 424, 192, 563, 1530, 1249, 1283, 1691, 2994, 2185, 2688, 3449, 2898, 7846, 3213, 1998, 174, 673, 15169]]",[],1.0,True,True,"[1276024, 1009107886]",1219054271,"[0, 0]","[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[[0, 0, 1, 0, 1, 2, 1, 3, 2, 1, 2, 8, 0, 3, 1, 0, 12, 22, 22], [0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 7, 2, 4, 5, 4, 7, 14, 12, 21, 28, 29, 41, 45, 56, 40, 66, 41, 61, 131, 164, 236, 178, 60, 175, 493, 475, 648, 758, 545, 1066, 942, 596, 551, 2309, 1992, 1489, 166, 1460, 1116, 2864, 5173, 658, 4305, 7792, 11064, 12991, 5124, 30661, 37851]]","[0, 0]","[31, 0]",1.0,True,True,"[832671, 1218221600]"
n14_r400_S55_i42_uncorrelated,14,0,0.7497403946002077,130958,2500,1.5,0.9906124273580689,False,111036,[],"[[0, 1, 1, 0, 1, 0, 0, 3, 3, 1, 3]]",0.9906124273580689,False,False,[111036],126915,[3],[6],[2],"[[0, 0, 0, 0, 1, 1, 1, 0, 0, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 2, 2, 2, 2, 2]]",[[0]],[],0.9906124273580689,False,False,[126915],121098,[0],"[[0, 0, 0, 0, 0]]","[[0, 0, 2, 2, 0, 3, 0, 1]]",[0],[31],0.9906124273580689,False,False,[121098]
n14_r400_S55_i42_uncorrelated,14,0,0.7497403946002077,490000,2500,2.0,0.9906124273580689,False,459979,[25],"[[0, 1, 0, 0, 1, 2, 1, 1, 1, 3, 5, 1, 4, 0, 11, 11], [0, 0, 0, 0, 0, 0, 2, 1, 1, 4, 1, 3, 8]]",0.9986589181940099,True,False,"[300722, 159257]",485928,"[3, 3, 3]","[6, 7, 9]","[3, 2, 3]","[[0, 0, 0, 0, 0, 1, 1, 3, 3, 3, 3, 3], [0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2], [0, 0, 1, 1, 1, 2, 2, 2, 0, 0, 4, 4, 3, 3, 3, 3, 3]]","[[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1], [0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0]]",[],0.9986589181940099,True,False,"[231233, 62617, 192078]",482284,"[0, 0]","[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[[0, 2, 2, 0, 3, 0, 1, 3, 2, 6, 5, 5], [0, 1, 0, 1, 3, 1, 1, 2, 2]]","[0, 0]","[31, 35]",0.9955297273133661,True,False,"[329549, 152735]"
n14_r400_S55_i42_uncorrelated,14,0,0.7497403946002077,1833412,2500,2.5,0.9906124273580689,False,1769403,[25],"[[0, 1, 1, 0, 2, 0, 2, 2, 3, 3], [0, 1, 0, 1, 1, 1, 2, 3, 4, 2, 2, 2, 4, 1, 1, 10, 1, 5, 18, 6, 3, 19, 3, 39, 57, 6, 70]]",1.0,True,True,"[114096, 1655307]",1585027,"[3, 3]","[6, 0]","[9, 4]","[[0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 0, 0, 0, 4, 4, 2, 2, 2, 9, 9, 9, 9, 9], [0, 0, 0, 0, 0, 0, 1, 1, 1, 4, 4, 4, 4, 4]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 4, 0, 3, 9, 4]]",[],1.0,True,True,"[668852, 916175]",1706407,"[0, 0]","[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[[1, 0, 0, 0, 1, 0, 0, 4, 4, 4, 6, 4, 3, 9, 7, 6, 5, 16, 13, 17, 17], [1, 2, 0, 0, 1, 0, 3, 3, 4, 4, 3, 6, 1, 0, 12, 10]]","[0, 0]","[31, 50]",0.9986589181940099,True,False,"[1168207, 538200]"
n14_r400_S55_i42_uncorrelated,14,0,0.7497403946002077,6860000,2500,3.0,0.9906124273580689,False,6272599,"[25, 35]","[[0, 1, 0, 1, 1, 2, 1, 1, 0, 1, 1, 4, 1, 8, 2, 4, 16, 16], [0, 0, 0, 1, 0, 0, 0, 2, 0, 1, 0, 2, 8, 8], [0, 0, 0, 0, 2, 1, 0, 2, 1, 3, 1, 7, 2, 9, 0, 9, 4, 10, 23, 13, 36, 25, 39, 65, 46, 95, 7, 5, 59, 172, 69, 144, 80]]",1.0,True,True,"[415182, 174292, 5683125]",6637245,"[3, 3, 3]","[6, 9, 0]","[3, 2, 2]","[[0, 0, 0, 0, 0, 1, 1, 1, 3, 3, 3, 3, 3], [0, 0, 0, 0, 2, 2, 2, 2, 2], [0, 0, 1, 1, 1, 2, 2, 2, 2, 2]]","[[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1], [0, 0, 0, 0, 1, 1, 0, 0, 2, 2], [0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 3, 3, 3, 4, 4, 1, 4, 0, 4, 0, 2, 21, 14, 6, 23, 2, 13, 27, 22, 75, 110, 42, 11]]",[],1.0,True,True,"[234421, 194933, 6207891]",6156220,"[0, 0, 0]","[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[[0, 1, 1, 1, 3, 1, 3, 4, 3, 5, 7, 3, 6, 10, 10], [0, 1, 2, 2, 1, 0, 0, 1, 5, 4, 1, 6, 5, 4, 4, 12, 7, 12, 0, 7, 16, 14, 2, 40, 40], [1, 1, 0, 2, 1, 1, 2, 4, 0, 1, 4, 0, 2, 1, 9, 5, 15, 14, 0, 9, 28, 17, 9, 57, 41, 84, 90]]","[0, 0, 0]","[31, 50, 0]",1.0,True,True,"[606078, 1812810, 3737332]"
n14_r400_S55_i42_uncorrelated,14,0,0.7497403946002077,25667769,2500,3.5,0.9906124273580689,False,19445967,"[25, 35]","[[0, 1, 1, 1, 1, 1, 1], [0, 1, 1, 1, 0, 0, 1, 0, 3, 3, 5, 6, 4, 5, 7, 9, 0, 7, 3, 24, 22, 22], [0, 1, 0, 1, 1, 0, 0, 1, 0, 3, 6, 1, 1, 9, 4, 14, 7, 4, 19, 17, 26, 30, 18, 0, 16, 0, 20, 9, 141, 53, 112, 92, 154, 245, 1, 265, 238, 607, 916, 38]]",1.0,True,True,"[56957, 813410, 18575600]",21595721,"[3, 3, 3]","[6, 7, 0]","[2, 3, 3]","[[0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2], [0, 0, 0, 0, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3], [0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3]]","[[0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 2, 3, 3, 3], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 3, 3], [0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 2, 0, 0, 1, 1, 2, 5, 5, 7, 10, 6, 1, 19, 13, 33, 10, 47, 15, 53, 37, 38, 69, 17, 79, 162, 44, 148, 243]]",[],1.0,True,True,"[361935, 363899, 20869887]",23198031,"[0, 0]","[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[[1, 2, 1, 2, 2, 3, 0, 3, 2, 1, 0, 3, 1, 10, 7, 13, 10, 10], [0, 2, 2, 0, 1, 1, 2, 0, 2, 4, 0, 6, 5, 3, 9, 0, 16, 6, 10, 16, 8, 25, 19, 66, 2, 41, 12, 21, 7, 3, 238, 4, 30, 344, 197, 49, 34, 722, 553]]","[0, 0]","[31, 0]",1.0,True,True,"[737471, 22460560]"
n14_r400_S55_i42_uncorrelated,14,0,0.7497403946002077,96040000,2500,4.0,0.9906124273580689,False,93241219,[25],"[[0, 1, 0, 1, 0, 2, 0, 0, 3, 2, 6, 0, 2, 1, 6, 6], [0, 0, 1, 1, 0, 2, 2, 1, 3, 2, 2, 0, 5, 5, 11, 12, 6, 17, 10, 25, 10, 9, 25, 45, 20, 33, 10, 83, 29, 186, 76, 123, 235, 286, 427, 129, 21, 107, 250, 1128, 86, 1072, 38, 2081, 1125, 181, 1335, 4576, 1616]]",1.0,True,True,"[228374, 93012845]",84473452,"[3, 3, 3]","[6, 9, 0]","[2, 3, 2]","[[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2], [0, 0, 0, 0, 1, 1, 1, 3, 3, 3, 3, 3], [0, 0, 0, 0, 1, 1, 2, 2, 2, 2, 2]]","[[0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 4, 4], [0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 3, 1, 2, 0, 3, 7, 7], [0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 3, 4, 1, 6, 1, 6, 7, 10, 11, 16, 18, 3, 2, 7, 35, 27, 41, 26, 85, 48, 19, 32, 91, 213, 84, 103, 279, 200, 519, 600, 357, 580, 1126, 173, 852]]",[],1.0,True,True,"[350150, 753419, 83369883]",93747438,"[0, 0]","[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[[1, 1, 1, 2, 0, 2, 3, 3, 0, 6, 5, 5, 8, 2, 13, 8, 2, 12, 26, 26], [0, 2, 0, 1, 0, 2, 1, 4, 3, 1, 7, 3, 0, 8, 3, 15, 2, 16, 3, 23, 0, 22, 0, 52, 8, 8, 20, 52, 68, 80, 78, 215, 160, 276, 33, 437, 355, 481, 351, 852, 568, 394, 902, 1875, 2812]]","[0, 0]","[31, 0]",1.0,True,True,"[1245356, 92502082]"
n14_r400_S55_i42_uncorrelated,14,0,0.7497403946002077,359348775,2500,4.5,0.9906124273580689,False,308040697,[25],"[[0, 1, 0, 1, 1, 2, 2, 3, 1, 5, 5], [0, 1, 0, 1, 2, 0, 2, 3, 0, 0, 3, 3, 6, 2, 3, 0, 5, 20, 18, 9, 17, 44, 41, 32, 48, 92, 39, 38, 138, 22, 21, 269, 198, 223, 312, 136, 597, 457, 1002, 954, 148, 1487, 498, 1422, 347, 15, 1192, 4008, 1841, 4328, 6168, 250, 12492, 6591, 2000, 2498, 1140]]",1.0,True,True,"[159268, 307881429]",286594064,"[3, 3, 3]","[6, 9, 0]","[2, 2, 2]","[[0, 0, 1, 1, 1, 2, 2, 2, 2, 2], [0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 3, 3, 3, 3, 3, 1, 1, 1, 0, 0, 5, 5, 2, 2, 2, 2, 2], [0, 0, 1, 1, 1, 0, 0, 2, 2, 2, 2, 2]]","[[0, 0], [0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 2, 1, 3, 3], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 5, 4, 7, 1, 0, 10, 6, 1, 11, 10, 31, 23, 0, 4, 14, 27, 87, 46, 97, 143, 140, 128, 111, 229, 144, 378, 395, 284, 228, 290, 675, 1060, 232, 888, 533, 1611, 2037, 447, 4456, 2786, 1649]]",[],1.0,True,True,"[53173, 453185, 286087706]",297976714,"[0, 0, 0]","[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[[1, 1, 0, 0, 3, 2, 2, 3, 4, 5, 1, 6, 6, 6], [1, 1, 2, 2, 0, 3, 3, 3, 0, 1, 2, 4, 9, 11, 9, 9], [1, 0, 1, 2, 1, 3, 2, 3, 4, 4, 6, 4, 7, 4, 13, 16, 3, 2, 21, 25, 34, 21, 14, 32, 70, 26, 89, 38, 20, 186, 34, 19, 145, 74, 162, 371, 210, 506, 413, 171, 1216, 1095, 1665, 1789, 2321, 2877, 1605, 3461, 1839, 2433, 8984, 724]]","[0, 0, 0]","[31, 50, 0]",1.0,True,True,"[438310, 628950, 296909454]"
n14_r400_S55_i42_uncorrelated,14,0,0.7497403946002077,1344560000,2500,5.0,0.9906124273580689,False,1240012475,[25],"[[0, 0, 1, 1, 0, 2, 1, 1, 4, 0, 3, 5, 5, 4, 9, 12, 6, 14, 14], [0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 4, 1, 2, 4, 6, 8, 18, 21, 9, 10, 29, 44, 54, 56, 69, 91, 25, 122, 41, 139, 140, 262, 13, 119, 59, 418, 64, 599, 485, 748, 1106, 852, 123, 1513, 2035, 2118, 3237, 4563, 2250, 7396, 5436, 673, 115, 6455, 1120, 17013, 13470, 9451, 17517, 7227, 50163, 48638]]",1.0,True,True,"[550789, 1239461686]",1103839681,"[3, 3]","[6, 0]","[2, 3]","[[0, 0, 0, 0, 2, 2, 2, 2, 2], [0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 4, 4, 3, 3, 3, 3, 3]]","[[0, 0, 0, 0, 1, 0, 1, 0, 2, 2], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 2, 3, 1, 1, 3, 0, 14, 11, 17, 23, 11, 5, 29, 50, 4, 71, 14, 23, 62, 9, 73, 46, 72, 232, 20, 423, 370, 575, 145, 496, 295, 215, 808, 1237, 463, 1064, 2144, 1525, 2991, 254, 727, 2896, 3606, 2754, 4894, 6405, 10685, 11926]]",[],1.0,True,True,"[194693, 1103644988]",1170474465,"[0, 0]","[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 3, 1, 0, 3, 3, 4, 1, 10, 10], [0, 2, 0, 1, 0, 1, 2, 3, 5, 0, 4, 3, 1, 6, 6, 14, 9, 23, 2, 14, 24, 17, 11, 10, 59, 13, 103, 118, 77, 14, 66, 155, 74, 360, 179, 119, 704, 14, 469, 60, 1145, 957, 1012, 64, 619, 692, 3469, 529, 3726, 2408, 3922, 8629, 10535, 7309, 5292, 11559, 9315, 17248, 19445, 18579]]","[0, 0]","[31, 0]",1.0,True,True,"[451871, 1170022594]"
n14_r400_S55_i42_uncorrelated,14,0,0.7497403946002077,130958,2500,1.5,0.9906124273580689,False,117065,[],"[[0, 0, 1, 0, 2, 0, 2, 1, 1, 1, 6]]",0.9906124273580689,False,False,[117065],128230,[],[],[],"[[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 6, 6, 7, 7, 7, 7]]",[],[],0.9906124273580689,False,False,[],121098,[0],"[[0, 0, 0, 0, 0]]","[[0, 1, 2, 0, 0, 1, 2, 2]]",[0],[31],0.9906124273580689,False,False,[121098]
n14_r400_S55_i42_uncorrelated,14,0,0.7497403946002077,490000,2500,2.0,0.9906124273580689,False,489897,"[25, 35]","[[0, 0, 1, 0, 2, 1, 2, 0, 3, 3, 5, 5], [0, 1, 0, 0, 0, 2, 0, 2, 0, 4, 3, 1, 1, 2, 3, 3, 9, 9], [0, 0, 1, 1, 0]]",1.0,True,True,"[168266, 294762, 26869]",388573,[3],[6],[2],"[[0, 0, 1, 1, 1, 2, 2, 2, 2, 2]]","[[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 1, 0, 2, 4, 0]]",[],0.9906124273580689,False,False,[388573],451780,[0],"[[0, 0, 0, 0, 0]]","[[0, 1, 1, 1, 0, 0, 3, 3, 5, 5, 2, 2, 4, 9, 2, 0, 2]]",[0],[31],0.9906124273580689,False,False,[451780]
n14_r400_S55_i42_uncorrelated,14,0,0.7497403946002077,1833412,2500,2.5,0.9906124273580689,False,1736493,[25],"[[0, 1, 1, 1, 0, 2, 1, 0, 0, 5, 5, 5], [0, 1, 0, 1, 2, 1, 2, 0, 1, 3, 2, 6, 7, 2, 8, 14, 17, 22, 18, 8, 13, 24, 34, 64]]",1.0,True,True,"[162237, 1574256]",1591069,"[3, 3]","[6, 0]","[3, 9]","[[0, 0, 0, 0, 1, 1, 1, 1, 3, 3, 3, 3, 3], [0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 2, 2, 2, 0, 0, 5, 5, 5, 9, 9, 9, 9, 9]]","[[0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 0, 2, 1, 3, 2, 7]]",[],1.0,True,True,"[73482, 1517587]",1774519,"[0, 0]","[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[[0, 2, 1, 0, 2, 1, 0, 0, 1, 0, 0, 1, 1, 3, 9, 5, 6, 1, 18, 18], [1, 0, 1, 0, 3, 1, 3, 4, 1, 1, 2, 5, 4, 3, 7, 16, 19, 0, 19, 14]]","[0, 0]","[31, 50]",0.9986589181940099,True,False,"[728309, 1046210]"
n14_r400_S55_i42_uncorrelated,14,0,0.7497403946002077,6860000,2500,3.0,0.9906124273580689,False,5921729,"[25, 35]","[[0, 1, 1, 0, 2, 2], [0, 0, 1, 1, 1, 1, 1, 2, 1, 4, 0, 1, 7, 9, 10, 2, 0, 0, 26, 26], [0, 1, 0, 0, 0, 1, 0, 0, 4, 5, 6, 4, 7, 7, 9, 14, 13, 20, 5, 18, 24, 13, 10, 62, 13, 20, 6, 33, 109, 165, 26, 262]]",1.0,True,True,"[53988, 620449, 5247292]",6214594,"[3, 3, 3]","[6, 12, 0]","[3, 1, 3]","[[0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3], [0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1], [0, 0, 1, 1, 1, 1, 0, 0, 0, 3, 3, 3, 3, 3]]","[[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 3, 1, 0, 5, 5], [0, 0, 0, 0, 1, 0, 1, 1, 2, 2], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 5, 3, 5, 2, 10, 10, 2, 17, 20, 25, 39, 33, 17, 45, 34]]",[],1.0,True,True,"[534422, 149531, 5530641]",5704908,"[0, 0, 0, 0]","[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[[0, 2, 2], [0, 0, 0, 1, 2, 2, 0, 2, 0, 4, 1, 1, 9, 8, 11, 2, 12, 15, 15], [1, 0, 2, 0, 2, 3, 3, 2, 0, 1, 1, 7, 4, 5, 9, 12, 3, 4, 15, 15], [1, 0, 0, 1, 0, 0, 3, 1, 0, 2, 5, 1, 1, 7, 1, 12, 15, 9, 25, 13, 15, 3, 39, 23, 31, 64, 7, 129, 3]]","[0, 0, 0, 0]","[31, 35, 50, 0]",1.0,True,True,"[62364, 868445, 910085, 3864014]"
n14_r400_S55_i42_uncorrelated,14,0,0.7497403946002077,25667769,2500,3.5,0.9906124273580689,False,22772183,[25],"[[0, 1, 1, 0, 1, 1, 2, 2, 1, 2, 5, 2, 4, 1, 12, 12], [0, 1, 1, 1, 1, 1, 0, 3, 2, 4, 3, 6, 4, 10, 1, 14, 1, 2, 11, 19, 7, 21, 48, 16, 49, 23, 15, 48, 99, 133, 182, 247, 288, 190, 227, 494, 447, 423, 39, 632]]",1.0,True,True,"[330867, 22441316]",21052342,"[3, 3, 3]","[6, 7, 0]","[2, 3, 2]","[[0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 2], [0, 0, 0, 0, 1, 1, 3, 3, 3, 3, 3], [0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 2]]","[[0, 0, 0, 0, 1, 0, 0, 1, 1, 2, 2, 0, 2, 2], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 4, 4], [0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 3, 1, 1, 5, 2, 7, 0, 2, 6, 7, 13, 21, 14, 21, 37, 2, 11, 8, 63, 16, 22, 99, 114, 3, 167, 179, 188, 36, 295]]",[],1.0,True,True,"[309744, 392654, 20349944]",23111445,"[0, 0]","[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[[1, 1, 1, 0, 3, 3], [1, 0, 1, 2, 0, 2, 0, 0, 3, 0, 7, 4, 7, 1, 1, 10, 5, 4, 0, 31, 27, 28, 56, 23, 44, 95, 11, 18, 30, 41, 137, 111, 102, 305, 323, 18, 566, 505]]","[0, 0]","[31, 0]",1.0,True,True,"[121189, 22990256]"
n14_r400_S55_i42_uncorrelated,14,0,0.7497403946002077,96040000,2500,4.0,0.9906124273580689,False,93343942,"[25, 35]","[[0, 1, 1, 1, 1, 1, 1, 3, 4, 5, 5], [0, 0, 1, 0, 2, 1, 2, 2, 3, 3, 4, 5, 5, 10, 10], [0, 1, 1, 1, 1, 2, 0, 0, 1, 5, 2, 0, 8, 7, 10, 5, 9, 12, 10, 24, 5, 10, 13, 54, 43, 29, 94, 54, 4, 152, 131, 259, 287, 135, 398, 373, 281, 425, 657, 462, 71, 750, 157, 615, 686, 847, 1443, 4410, 2474]]",1.0,True,True,"[171326, 334119, 92838497]",83711809,"[3, 3]","[6, 0]","[3, 3]","[[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 3, 3, 3, 3, 3], [0, 0, 1, 1, 1, 1, 1, 0, 0, 4, 4, 4, 2, 2, 2, 7, 7, 7, 3, 3, 3, 3, 3]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 3, 3], [0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 2, 1, 4, 4, 1, 7, 5, 10, 2, 11, 20, 18, 26, 20, 14, 40, 1, 1, 8, 34, 108, 0, 82, 157, 208, 136, 19, 382, 194, 326, 708, 894, 600, 272, 8]]",[],1.0,True,True,"[380589, 83331220]",68376890,"[0, 0]","[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[[1, 2, 2, 1, 0, 3, 3, 1, 2, 6, 3, 8, 8], [0, 1, 0, 0, 1, 2, 0, 4, 1, 3, 5, 1, 6, 0, 13, 14, 14, 16, 20, 0, 35, 46, 51, 34, 59, 1, 51, 23, 98, 185, 9, 178, 93, 194, 160, 384, 559, 332, 660, 769, 1185, 35, 964, 681, 447, 146]]","[0, 0]","[31, 0]",1.0,True,True,"[433820, 67943070]"
n14_r400_S55_i42_uncorrelated,14,0,0.7497403946002077,359348775,2500,4.5,0.9906124273580689,False,292515027,[25],"[[0, 1, 0, 0, 0, 2, 0, 3, 3, 2, 2, 2, 7, 10, 10], [0, 0, 0, 0, 0, 2, 0, 2, 0, 1, 1, 5, 6, 9, 3, 1, 17, 3, 19, 18, 9, 39, 27, 25, 49, 11, 57, 26, 71, 117, 28, 54, 63, 163, 318, 176, 353, 97, 963, 605, 314, 1717, 1124, 836, 1539, 1486, 915, 2507, 4062, 4296, 7556, 387, 9480, 9022]]",1.0,True,True,"[297753, 292217274]",338875369,"[3, 3]","[6, 0]","[2, 2]","[[0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2], [0, 0, 1, 1, 1, 2, 2, 2, 2, 2]]","[[0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 2], [0, 0, 0, 0, 0, 1, 1, 1, 2, 0, 3, 3, 3, 5, 2, 7, 5, 8, 0, 0, 13, 8, 14, 11, 0, 19, 52, 64, 40, 34, 102, 59, 156, 178, 96, 51, 16, 128, 348, 311, 206, 158, 973, 459, 222, 494, 40, 1221, 1732, 522, 735, 1334, 2241, 3002, 7693]]",[],1.0,True,True,"[206272, 338669097]",350702594,"[0, 0, 0]","[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[[0, 2, 1, 0, 3, 0, 1, 3, 5, 3, 1, 4, 4, 9, 9], [1, 2, 1, 0, 1, 0, 0, 0, 4, 3, 6, 6, 5, 8, 4, 16, 10, 14, 10, 4, 17, 17], [0, 0, 0, 0, 3, 0, 3, 3, 5, 0, 4, 4, 2, 6, 1, 16, 3, 12, 11, 17, 6, 31, 22, 48, 65, 71, 96, 131, 151, 133, 203, 121, 126, 157, 441, 371, 261, 368, 66, 842, 1363, 227, 797, 630, 292, 1938, 4103, 3131, 370, 3310, 3090, 3030, 3351, 9079]]","[0, 0, 0]","[31, 35, 0]",1.0,True,True,"[488155, 1280775, 348933664]"
