instance_name,knapsack_size,bias,depth,capweight,T,remaining_value_ratio,global_cost,optimal_global_iterations_classically,global_statistics,to_optimality_global,nested_cost,optimal_inner_iterations_classically,optimal_outer_iterations_classically,optimal_inner_iterations,inner_statistics,outer_statistics,optimal_nested_cost,optimal_global_cost,to_optimality_nested,cut_cost,cut_inner_iterations,cut_inner_statistics,cut_outer_statistics,cut_optimal_inner_classically,cut_optimal_outer_classically,to_optimality_cut,global_gatecost,nested_gatecost,cut_gatecost,greedy_is_optimal
n23_r400_S75_i30_weakly_correlated,23,5.75,18,0.3947039720209843,-1,-1.0,230,[4],"[[0, 0, 0, 0, 1, 1]]",True,343,[0],[5],[0],"[[0, 0, 0, 0, 0]]","[[0, 2, 2]]",253,207,True,318035.42513277015,[42],"[[0, 0, 0, 0, 0, 1, 1, 2, 2, 2, 3, 3, 3, 4, 4, 3, 3, 3, 4, 4, 9, 9, 9, 9, 8, 8, 8, 11, 11, 13, 13, 14, 14, 14, 25, 25, 23, 23, 23, 23, 29, 29, 42, 42, 42, 48, 48, 48, 48, 25, 25, 25, 69, 69, 69, 69, 69, 42, 42, 42, 42, 42]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 3, 2, 1, 2, 5, 2, 2, 8, 2, 10, 10]]",[0],[19],True,49588,76728,80375276,False
n16_r400_S41_i33_weakly_correlated,16,4.0,1,0.7856681730148483,-1,-1.0,256,[3],"[[0, 0, 1, 0, 2, 2]]",True,213,[0],[3],[0],"[[0, 0, 0, 0, 0]]","[[1, 2, 2]]",112,112,True,1385.2110371969777,[0],"[[0, 0, 0, 0, 0]]","[[1, 2, 1, 2, 2, 2, 3, 2, 1, 0, 0, 1, 2, 8, 8]]",[0],[17],True,64380,56528,483340,False
n16_r400_S41_i33_weakly_correlated,16,4.0,3,0.7856681730148483,-1,-1.0,272,[3],"[[0, 1, 1, 1, 0, 1, 1]]",True,191,[0],[2],[0],"[[0, 0, 0, 0, 0]]","[[0, 2, 2]]",80,112,True,1395.2110371969777,[0],"[[0, 0, 0, 0, 0]]","[[0, 0, 1, 2, 0, 1, 2, 1, 0, 6, 0, 6, 0, 3, 0, 6, 6]]",[0],[9],True,68375,50544,499268,False
n16_r400_S41_i33_weakly_correlated,16,4.0,4,0.7856681730148483,-1,-1.0,304,[3],"[[0, 0, 0, 0, 1, 2, 0, 1, 1]]",True,116,[0],[2],[0],"[[0, 0, 0, 0, 0]]","[[1, 1]]",80,112,True,232.21103719697766,[0],"[[0, 0, 0, 0, 0]]","[[0, 1, 0, 0, 1, 1]]",[0],[6],True,76365,30935,82182,False
n16_r400_S41_i33_weakly_correlated,16,4.0,6,0.7856681730148483,-1,-1.0,128,[3],"[[0, 0, 1, 1]]",True,222,[0],[3],[0],"[[0, 0, 0, 0, 0]]","[[0, 0, 2, 2]]",112,112,True,226.21103719697766,[0],"[[0, 0, 0, 0, 0]]","[[0, 2, 2]]",[0],[3],True,32144,58360,74518,False
n16_r400_S41_i33_weakly_correlated,16,4.0,8,0.7856681730148483,-1,-1.0,112,[3],"[[0, 1, 0, 0, 0]]",True,160,[0],[2],[0],"[[0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1]]",80,112,True,220.21103719697766,[0],"[[0, 0, 0, 0, 0]]","[[0, 1, 1, 1]]",[0],[2],True,28057,42434,73841,False
n16_r400_S41_i33_weakly_correlated,16,4.0,9,0.7856681730148483,-1,-1.0,64,[3],"[[0, 0, 0, 0]]",True,184,[0],[2],[0],"[[0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 1, 1]]",80,112,True,273.21103719697766,[0],"[[0, 0, 0, 0, 0]]","[[1, 2, 2]]",[0],[2],True,15980,48617,94179,False
n16_r400_S41_i33_weakly_correlated,16,4.0,11,0.7856681730148483,-1,-1.0,352,[3],"[[0, 0, 0, 1, 1, 1, 2, 2]]",True,939,[0],[1],[2],"[[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 3, 3, 3, 3, 2, 2, 2, 2, 2]]","[[0, 0, 0]]",48,112,True,251.21103719697766,[0],"[[0, 0, 0, 0, 0]]","[[1, 0, 0, 1, 1]]",[0],[3],True,88534,252973,85705,False
n16_r400_S41_i33_weakly_correlated,16,4.0,12,0.7856681730148483,-1,-1.0,112,[3],"[[0, 1, 1]]",True,1608,[0],[2],[2],"[[0, 0, 0, 1, 1, 1, 1, 3, 3, 2, 2, 2, 2, 2]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]]",80,112,True,448.4642818333508,[0],"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 0, 1, 2, 2]]",[0],[5],True,28149,432703,149198,False
n21_r400_S77_i74_weakly_correlated,21,5.25,2,0.9485278978793494,-1,-1.0,168,[5],"[[0, 0, 1, 1]]",True,745,[0],[5],[0],"[[0, 0, 0, 0, 0]]","[[1, 1, 0, 0, 1, 2, 2, 3, 3]]",231,231,True,14080.729859606297,[0],"[[0, 0, 0, 0, 0]]","[[0, 0, 0, 2, 0, 2, 3, 0, 3, 5, 7, 8, 8, 8, 0, 4, 1, 13, 10, 11, 29, 15, 31, 16, 37, 54, 54]]",[0],[152],True,48010,221026,5049410,False
n21_r400_S77_i74_weakly_correlated,21,5.25,4,0.9485278978793494,-1,-1.0,168,[5],"[[0, 0, 1, 1]]",True,460,[0],[4],[0],"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 1, 2, 2, 1, 1]]",189,231,True,11822.729859606297,[0],"[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 0, 0, 1, 3, 3, 3, 2, 6, 0, 11, 13, 10, 19, 20, 14, 17, 2, 16, 32, 46, 46]]",[0],[113],True,48010,137739,4464312,False
n21_r400_S77_i74_weakly_correlated,21,5.25,6,0.9485278978793494,-1,-1.0,756,[5],"[[0, 1, 1, 0, 2, 1, 1, 1, 3, 3]]",True,711,[0],[4],[2],"[[0, 0, 1, 1, 0, 0, 0, 2, 2, 2, 2, 2]]","[[0, 0, 0, 0, 0, 1, 1]]",189,231,True,1857.729859606297,[0],"[[0, 0, 0, 0, 0]]","[[1, 0, 1, 1, 2, 2, 0, 0, 0, 5, 3, 3, 9, 9]]",[0],[59],True,216593,229871,695689,False
n21_r400_S77_i74_weakly_correlated,21,5.25,8,0.9485278978793494,-1,-1.0,336,[5],"[[0, 0, 0, 1, 2, 2]]",True,303,[0],[3],[0],"[[0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[0, 2, 2]]",147,231,True,4345.729859606297,[0],"[[0, 0, 0, 0, 0]]","[[1, 0, 2, 1, 3, 3, 3, 2, 2, 0, 7, 1, 8, 5, 4, 1, 14, 7, 14, 14]]",[0],[33],True,96157,90966,1629787,False
n21_r400_S77_i74_weakly_correlated,21,5.25,10,0.9485278978793494,-1,-1.0,168,[5],"[[0, 0, 1, 1]]",True,803,[4],[1],[3],"[[0, 0, 1, 1, 1, 2, 2, 3, 3, 3, 3, 3]]","[[0, 0, 0]]",303,231,True,3326.729859606297,[0],"[[0, 0, 0, 0, 0]]","[[1, 2, 2, 2, 0, 1, 2, 2, 4, 4, 0, 0, 4, 1, 9, 2, 12, 10, 10]]",[0],[20],True,48010,251856,1252106,False
n21_r400_S77_i74_weakly_correlated,21,5.25,12,0.9485278978793494,-1,-1.0,294,[5],"[[0, 1, 0, 1, 1, 1]]",True,1875,[4],[1],[3],"[[0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 6, 6, 6, 3, 3, 3, 3, 3]]","[[0, 0, 0]]",351,231,True,690.7298596062969,[0],"[[0, 0, 0, 0, 0]]","[[1, 2, 0, 1, 0, 0, 0, 3, 3]]",[0],[10],True,84086,579510,253212,False
n21_r400_S77_i74_weakly_correlated,21,5.25,14,0.9485278978793494,-1,-1.0,630,[5],"[[0, 0, 1, 0, 0, 0, 2, 3, 2, 2]]",True,4795,[4],[0],[12],"[[0, 0, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 0, 0, 3, 3, 3, 2, 2, 2, 2, 2, 2, 8, 8, 12, 12, 12, 12, 12]]","[[0, 0, 0]]",133,231,True,1057.729859606297,[0],"[[0, 0, 0, 0, 0]]","[[0, 0, 2, 0, 0, 2, 2, 1, 0, 0, 5, 5]]",[0],[9],True,180380,1481663,393295,False
n21_r400_S77_i74_weakly_correlated,21,5.25,16,0.9485278978793494,-1,-1.0,567,[5],"[[0, 0, 1, 0, 2, 0, 0, 3, 3]]",True,1450,[4],[0],[4],"[[0, 0, 1, 1, 1, 1, 1, 2, 2, 4, 4, 4, 4, 4]]","[[0, 0]]",149,231,True,815.7298596062969,[0],"[[0, 0, 0, 0, 0]]","[[0, 0, 2, 0, 0, 0, 0, 2, 4, 4]]",[0],[5],True,162342,438957,298031,False
n11_r400_S51_i16_weakly_correlated,11,2.75,1,0.307475884244373,-1,-1.0,275,[3],"[[0, 0, 0, 0, 0, 0, 1, 2, 0, 2, 2]]",True,71,[0],[2],[0],"[[0, 0, 0, 0, 0]]","[[1, 1]]",55,77,True,176.45587129700704,[0],"[[0, 0, 0, 0, 0]]","[[0, 1, 2, 2]]",[0],[2],True,54362,15804,57131,False
n11_r400_S51_i16_weakly_correlated,11,2.75,2,0.307475884244373,-1,-1.0,88,[3],"[[0, 0, 1, 1]]",True,153,[0],[2],[0],"[[0, 0, 0, 0, 0]]","[[1, 2, 2]]",55,77,True,93.45587129700702,[0],"[[0, 0, 0, 0, 0]]","[[1, 1]]",[0],[1],True,17380,33211,30198,False
n11_r400_S51_i16_weakly_correlated,11,2.75,3,0.307475884244373,-1,-1.0,88,[3],"[[0, 0, 1, 1]]",True,114,[0],[2],[0],"[[0, 0, 0, 0, 0]]","[[1, 1, 1]]",55,77,True,98.45587129700704,[0],"[[0, 0, 0, 0, 0]]","[[1, 1]]",[0],[2],True,17380,24731,31855,False
n11_r400_S51_i16_weakly_correlated,11,2.75,4,0.307475884244373,-1,-1.0,88,[3],"[[0, 0, 1, 1]]",True,295,[0],[2],[0],"[[0, 0, 0, 0, 0]]","[[0, 0, 0, 1, 2, 3, 3]]",55,77,True,103.45587129700704,[0],"[[0, 0, 0, 0, 0]]","[[1, 1]]",[0],[1],True,17380,63149,34554,False
n11_r400_S51_i16_weakly_correlated,11,2.75,5,0.307475884244373,-1,-1.0,66,[3],"[[0, 1, 0, 0]]",True,91,[0],[2],[0],"[[0, 0, 0, 0, 0]]","[[1, 1]]",55,77,True,119.45587129700702,[0],"[[0, 0, 0, 0, 0]]","[[0, 1, 1]]",[0],[3],True,13002,19789,40071,False
n11_r400_S51_i16_weakly_correlated,11,2.75,6,0.307475884244373,-1,-1.0,110,[3],"[[0, 1, 1, 1]]",True,1164,[1],[6],[0],"[[0, 0, 0, 0, 0, 0, 2, 2, 3, 3, 3, 3, 4, 4, 5, 5, 5]]","[[0, 0, 2, 1, 0, 3, 0, 2, 2, 1, 5, 5]]",299,77,True,113.45587129700702,[0],"[[0, 0, 0, 0, 0]]","[[1, 1]]",[0],[5],True,21758,255053,35614,False
n11_r400_S51_i16_weakly_correlated,11,2.75,7,0.307475884244373,-1,-1.0,99,[3],"[[0, 0, 0, 1, 1]]",True,639,[1],[2],[1],"[[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]]","[[0, 0, 0, 0, 0, 0, 0, 0, 2, 2]]",125,77,True,239.45587129700704,[0],"[[0, 0, 0, 0, 0]]","[[0, 2, 0, 2, 2]]",[0],[6],True,19536,138266,75502,False
n11_r400_S51_i16_weakly_correlated,11,2.75,8,0.307475884244373,-1,-1.0,143,[3],"[[0, 0, 1, 0, 0, 1, 1]]",True,217,[1],[2],[1],"[[0, 0, 1, 1, 1, 1, 1]]","[[0, 0, 0]]",135,77,True,277.45587129700704,[0],"[[0, 0, 0, 0, 0]]","[[1, 0, 1, 0, 0, 0, 2, 2]]",[0],[5],True,28226,46677,90461,False
n32_r400_S72_i21_weakly_correlated,32,8.0,3,0.2875605815831987,-1,-1.0,224,[2],"[[0, 1, 1]]",True,207,[0],[2],[0],"[[0, 0, 0, 0, 0]]","[[1, 1]]",160,160,True,322.6930223318461,[0],"[[0, 0, 0, 0, 0]]","[[1, 1, 1]]",[0],[3],True,50128,48359,91864,False
n32_r400_S72_i21_weakly_correlated,32,8.0,6,0.2875605815831987,-1,-1.0,224,[2],"[[0, 1, 1]]",True,414,[0],[2],[0],"[[0, 0, 0, 0, 0]]","[[0, 0, 2, 2]]",160,160,True,465.6930223318461,[0],"[[0, 0, 0, 0, 0]]","[[0, 2, 0, 1, 1]]",[0],[1],True,50128,95758,127920,False
n32_r400_S72_i21_weakly_correlated,32,8.0,9,0.2875605815831987,-1,-1.0,224,[2],"[[0, 1, 1]]",True,461,[0],[2],[0],"[[0, 0, 0, 0, 0]]","[[1, 2, 2]]",160,160,True,128.6930223318461,[0],"[[0, 0, 0, 0, 0]]","[[0, 0]]",[0],[1],True,50128,106554,37127,False
n32_r400_S72_i21_weakly_correlated,32,8.0,12,0.2875605815831987,-1,-1.0,224,[2],"[[0, 1, 1]]",True,252,[0],[2],[0],"[[0, 0, 0, 0, 0]]","[[1, 1]]",160,160,True,143.6930223318461,[0],"[[0, 0, 0, 0, 0]]","[[0, 0]]",[0],[2],True,50128,58344,39936,False
n32_r400_S72_i21_weakly_correlated,32,8.0,16,0.2875605815831987,-1,-1.0,64,[2],"[[0, 0]]",True,272,[0],[2],[0],"[[0, 0, 0, 0, 0]]","[[1, 1]]",160,160,True,483.6930223318461,[0],"[[0, 0, 0, 0, 0]]","[[0, 0, 2, 2]]",[0],[3],True,14232,62924,134947,False
n32_r400_S72_i21_weakly_correlated,32,8.0,19,0.2875605815831987,-1,-1.0,352,[2],"[[0, 1, 0, 1, 1]]",True,447,[0],[2],[0],"[[0, 0, 0, 0, 0]]","[[0, 2, 2]]",160,160,True,375.5088357309537,[0],"[[0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1]]",[0],[4],True,78750,103080,101588,False
n32_r400_S72_i21_weakly_correlated,32,8.0,22,0.2875605815831987,-1,-1.0,64,[2],"[[0, 0]]",True,852,[2],[2],[1],"[[0, 0, 0, 1, 1, 1, 1, 1]]","[[0, 0, 0, 0, 0, 0]]",600,160,True,3478.4483493634143,[3],"[[0, 0, 0, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0]]",[0],[4],True,14232,197616,923364,False
n32_r400_S72_i21_weakly_correlated,32,8.0,25,0.2875605815831987,-1,-1.0,256,[2],"[[0, 0, 1, 1]]",True,2389,[4],[0],[4],"[[0, 0, 1, 1, 1, 1, 1, 2, 2, 2, 4, 4, 4, 4, 4]]","[[0, 0]]",232,160,True,2182.9302233184617,[0],"[[0, 0, 0, 0, 0, 0, 2, 2, 2, 1, 1, 1, 2, 2, 2, 0, 0, 0, 0, 0]]","[[1, 2, 2, 2, 2]]",[0],[5],True,57244,550684,565022,False
n34_r400_S26_i13_weakly_correlated,34,8.5,3,0.48140328081858047,-1,-1.0,306,[8],"[[0, 0, 0, 1, 1]]",True,389,[0],[7],[0],"[[0, 0, 0, 0, 0]]","[[0, 2, 2]]",510,578,True,6903.679994058305,[0],"[[0, 0, 0, 0, 0]]","[[1, 2, 2, 1, 3, 1, 2, 1, 5, 2, 3, 2, 6, 0, 9, 5, 4, 10, 16, 16]]",[0],[54],True,75808,99498,2056841,False
n34_r400_S26_i13_weakly_correlated,34,8.5,6,0.48140328081858047,-1,-1.0,884,[8],"[[0, 1, 0, 1, 1, 0, 1, 0, 2, 2]]",True,1084,[0],[7],[0],"[[0, 0, 0, 0, 0]]","[[1, 2, 2, 2, 1, 2, 2]]",510,578,True,3858.6799940583046,[0],"[[0, 0, 0, 0, 0]]","[[0, 0, 0, 1, 0, 1, 2, 0, 2, 6, 3, 6, 3, 2, 11, 11]]",[0],[19],True,219232,275935,1171511,False
n34_r400_S26_i13_weakly_correlated,34,8.5,10,0.48140328081858047,-1,-1.0,714,[8],"[[0, 1, 0, 0, 2, 2, 2]]",True,356,[0],[7],[0],"[[0, 0, 0, 0, 0]]","[[1, 1, 1]]",510,578,True,512.6799940583046,[0],"[[0, 0, 0, 0, 0]]","[[1, 2, 2]]",[0],[5],True,177128,90930,148099,False
n34_r400_S26_i13_weakly_correlated,34,8.5,13,0.48140328081858047,-1,-1.0,2958,[8],"[[0, 1, 1, 0, 2, 1, 1, 2, 3, 2, 0, 1, 4, 9, 9]]",True,575,[0],[6],[0],"[[0, 0, 0, 0, 0]]","[[1, 0, 0, 2, 2]]",442,578,True,153.67999405830463,[0],"[[0, 0, 0, 0, 0]]","[[0, 0]]",[0],[2],True,734544,146570,43775,False
